,show_id,TV Show,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Angola,Argentina,Australia,Austria,Belgium,Botswana,Brazil,Canada,China,Czech Republic,Denmark,Egypt,France,Germany,Guatemala,Hong Kong,Hungary,India,Iran,Ireland,Japan,Kazakhstan,Luxembourg,Malaysia,Mexico,Namibia,New Zealand,Norway,Pakistan,Panama,Philippines,Poland,Russia,Singapore,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,United Arab Emirates,United Kingdom,United States,Action/Adventure,Animation,Anime,Anthology,Buddy,Comedy,Crime/Mystery,Dance,Disaster,Documentary,Drama,Family,Game Show / Competition,Kids,Lifestyle,Medical,Movies,Music/Musical,Mystery,Reality,Romance,Sci-Fi/Fantasy,Series,Sports,Superhero,Survival,Talk Show,Thriller,Travel,Variety,Western
430,s0431,1,Jungle Animal Rescue,,Dan Nachtrab,1,2020-08-14 00:00:00,2019-01-01 00:00:00,TV-PG,1 Season,2,A team of conservationists and veterinarians helps India’s people and wildlife coexist.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,s0432,0,Magic Camp,Mark Waters,"Adam DeVine, Gillian Jacobs, Nathaniel McIntyre, Jeffrey Tambor, Cole Sand, Isabella Crovetti",1,2020-08-14 00:00:00,2020-01-01 00:00:00,PG,101 min,2,A group of misfit campers help a down-on-his-luck magician rediscover his love of magic.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,s0433,0,Marvel Studios' Ant-Man and the Wasp,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Peña, Walton Goggins, Hannah John-Kamen, David Dastmalchian",1,2020-08-14 00:00:00,2018-01-01 00:00:00,PG-13,120 min,3,Ant-Man and the Wasp must join forces to uncover secrets from the past.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
433,s0434,1,Nature Boom Time,,"Charlie Engelman, Kirby Engelman, Patrick Rahill",1,2020-08-14 00:00:00,2016-01-01 00:00:00,TV-G,1 Season,2,"Charlie, Kirby, and Patrick travel around the U.S. to learn about what makes nature awesome.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,s0435,1,Sam's Zookeeper Challenge,,Sam Peltz,1,2020-08-14 00:00:00,2018-01-01 00:00:00,TV-G,1 Season,2,Sam is put to the test to care for animals in “Zookeeper’s Challenge.”,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,s0436,1,Scuba Sam's World,,Sam Peltz,1,2020-08-14 00:00:00,2018-01-01 00:00:00,TV-G,1 Season,2,Take a deep dive and learn all about the beloved sea animals in our oceans!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,s0437,1,Spaced Out,,Ben DeTour,0,2020-08-14 00:00:00,2018-01-01 00:00:00,TV-G,1 Season,2,Learn about our universe through imagery taken from the Hubble Space Telescope.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,s0438,0,The Greatest Showman,Michael Gracey,"Hugh Jackman, Zac Efron, Michelle Williams, Rebecca Ferguson, Zendaya , Keala Settle",1,2020-08-14 00:00:00,2017-01-01 00:00:00,PG,106 min,3,A bold and original musical celebrating the birth of show business and dreams coming to life.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,s0439,1,Weird But True!,,"Charlie Engelman, Kirby Engelman",1,2020-08-14 00:00:00,2017-01-01 00:00:00,TV-G,3 Seasons,3,"Come along as we reveal fun, strange & surprising facts about our world in Weird But True!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
439,s0440,1,Wild Cats of India,,James Murray,1,2020-08-14 00:00:00,2020-01-01 00:00:00,TV-PG,1 Season,2,Journey across the country’s landscapes to paint an intimate portrait of India's Wild Cats.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,s0441,0,Howard,Don Hahn,Howard Ashman,1,2020-08-07 00:00:00,2020-01-01 00:00:00,TV-PG,95 min,2,"“Howard” is the untold story of Howard Ashman, the brilliant lyricist behind Disney classics.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
441,s0442,0,Prince of Persia: The Sands of Time,Mike Newell,"Jake Gyllenhaal, Ben Kingsley, Gemma Arterton, Alfred Molina, Richard Coyle, Toby Kebbell",1,2020-08-07 00:00:00,2010-01-01 00:00:00,PG-13,117 min,2,A rogue prince and rival princess safeguard a magical dagger with the power to reverse time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,s0443,0,Star Wars: Galaxy's Edge-Adventure Awaits,,"Neil Harris, Kaley Cuoco, Oscar Isaac, Sarah Hyland, Keegan-Michael Key, Jay Leno",1,2020-08-07 00:00:00,2019-01-01 00:00:00,TV-PG,81 min,2,Celebrating Disney’s new land that brings Star Wars to life!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,s0444,0,The Hidden Kingdoms of China,"Ben Wallis, Emma Fraser, Jess Tombs",Michelle Yeoh,1,2020-08-07 00:00:00,2020-01-01 00:00:00,TV-PG,88 min,2,THE HIDDEN KINGDOMS OF CHINA takes audiences into the secret wilds of China.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,s0445,0,The Peanuts Movie,Steve Martino,"Noah Schnapp, Alex Garfin, Hadley Miller, Mariel Sheets, Venus Schultheis, Noah Johnston",1,2020-08-07 00:00:00,2015-01-01 00:00:00,G,89 min,3,"Snoopy takes to the skies against The Red Baron, while his pal, Charlie Brown, begins an epic quest.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,s0446,1,UFO Europe: The Untold Stories,,Robert Ashby,0,2020-08-07 00:00:00,2012-01-01 00:00:00,TV-PG,1 Season,2,A selection of stories featuring encounters and sightings of the unexplained.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
446,s0447,1,Animal Showdown,,Brian Peck,0,2020-07-31 00:00:00,2018-01-01 00:00:00,TV-G,1 Season,2,Animals face-off in this surprising competition of the toughest and biggest in the animal kingdom.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,s0448,1,Best Job Ever,,,0,2020-07-31 00:00:00,2018-01-01 00:00:00,TV-G,1 Season,2,Check out the cool jobs Nat Geo explorers do every day!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,s0449,0,Big Cat Games,Jeremy Turner,Boone Smith,0,2020-07-31 00:00:00,2015-01-01 00:00:00,TV-PG,44 min,3,"Boone Smith hosts a feline showdown as lion, tiger and cheetah battle for top cat title.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
449,s0450,0,Black Is King,Beyoncé Knowles-Carter,Beyoncé Knowles-Carter,1,2020-07-31 00:00:00,2020-01-01 00:00:00,TV-14,86 min,2,"This visual album from Beyoncé reimagines lessons of ""The Lion King"" for young kings and queens.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
450,s0451,0,Cradle of the Gods,Tim Conrad,Tim Conrad,1,2020-07-31 00:00:00,2012-01-01 00:00:00,TV-PG,45 min,1,"Located on a hilltop sanctuary, G – bekli Tepe in Turkey is the world's first known temple.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,s0452,1,Destination World,,Rick Robles,0,2020-07-31 00:00:00,2018-01-01 00:00:00,TV-G,1 Season,2,Check out the continents and find out what makes them unique from each other!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,s0453,1,Fearless Adventures with Jack Randall,,Jack Randall,0,2020-07-31 00:00:00,2018-01-01 00:00:00,TV-PG,1 Season,2,Check out Jack Randall go head-to-head with all kinds of critters.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,s0454,0,Hunt for the Abominable Snowman,Dan Oliver,Stephen Rashbrook,0,2020-07-31 00:00:00,2011-01-01 00:00:00,TV-PG,45 min,1,"Across the Himalayas are stories of the yeti, or abominable snowman.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,s0455,0,Incredibles 2,Brad Bird,"Craig Nelson, Holly Hunter, Sarah Vowell, Huckleberry Milner, Catherine Keener, Eli Fucile",1,2020-07-31 00:00:00,2018-01-01 00:00:00,PG,118 min,3,The Incredibles spring into action when a dangerous new villain emerges.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,s0456,1,King Fishers,,Stephen Mangan,1,2020-07-31 00:00:00,2013-01-01 00:00:00,TV-PG,1 Season,2,"With so many fishermen and so many fishing disciplines, who is best?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,s0457,0,Lost Temple of the Inca,Jim Aikman,Dan Nachtrab,1,2020-07-31 00:00:00,2020-01-01 00:00:00,TV-PG,44 min,1,A scientist discovers artifacts in Peru that could lead him to one of the country’s missing temples.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,s0458,1,Marvel Funko Shorts,,,0,2020-07-31 00:00:00,2016-01-01 00:00:00,TV-Y7,2 Seasons,3,Marvel and Funko present Pop! style Marvel heroes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,s0459,1,Muppets Now,,"Dave Goelz, Matt Vogel, David Rudman, Peter Linz, Bill Barretta, Eric Jacobson",1,2020-07-31 00:00:00,2020-01-01 00:00:00,TV-PG,1 Season,3,The Muppets have a brand-new series ready to stream… but only if they can upload it in time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,s0460,0,Surviving the Mount St. Helens Disaster,Sophie Harris,Bill Ratner,1,2020-07-31 00:00:00,2020-01-01 00:00:00,TV-PG,44 min,1,Eyewitness accounts and rare images chart the violent 1980 eruption of Mount St. Helens.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,s0461,1,What Sam Sees,,Sam Peltz,0,2020-07-31 00:00:00,2018-01-01 00:00:00,TV-G,1 Season,2,"Join Sam on an underwater journey and learn about sharks, eels, and more!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,s0462,0,Pirates of the Caribbean: Dead Men Tell No Tales,"Joachim Rønning, Espen Sandberg","Johnny Depp, Javier Bardem, Brenton Thwaites, Kaya Scodelario, Kevin McNally, Golshifteh Farahani",1,2020-07-24 00:00:00,2017-01-01 00:00:00,PG-13,129 min,2,Captain Jack Sparrow searches for the Trident of Poseidon.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
462,s0463,1,PJ Masks (Shorts),,,0,2020-07-24 00:00:00,2017-01-01 00:00:00,TV-Y,1 Season,3,The PJ Masks are protecting the city from villains!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,s0464,1,Rogue Trip,,"Bob Woodruff, Mack Woodruff",0,2020-07-24 00:00:00,2020-01-01 00:00:00,TV-PG,1 Season,2,Bob Woodruff and his son travel the world searching for beauty and adventure in unexpected places.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,s0465,1,Wild Congo,,Corey Johnson,0,2020-07-24 00:00:00,2014-01-01 00:00:00,TV-PG,1 Season,2,The Congo: the most mysterious river in the dark heart of Africa.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,s0466,1,Wild Sri Lanka,,Paul McGann,1,2020-07-24 00:00:00,2016-01-01 00:00:00,TV-PG,1 Season,1,This three-part series reveals the spectacular nature and amazing wildlife of Sri Lanka.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,s0467,0,A Pre-Opening Report from Disneyland,Wilfred Jackson,"Walt Disney, Winston Hibler",1,2020-07-17 00:00:00,1955-01-01 00:00:00,TV-PG,55 min,2,Walt provides a look at the details needed to get the Park ready to open. See details for advisory.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,s0468,0,Diary of a Wimpy Kid: The Long Haul,David Bowers,"Jason Drucker, Alicia Silverstone, Tom Scott, Charlie Wright, Owen Asztalos, Dylan Walters",1,2020-07-17 00:00:00,2017-01-01 00:00:00,PG,92 min,2,A trip to Meemaw’s 90th birthday takes a detour due to Greg’s scheme to attend a gaming convention!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,s0469,1,Disney Junior Music Lullabies,,,0,2020-07-17 00:00:00,2018-01-01 00:00:00,TV-Y,1 Season,3,Disney Junior songs reimagined as calming lullabies.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
469,s0470,0,Lost City of Machu Picchu,,Craig Sechler,1,2020-07-17 00:00:00,2019-01-01 00:00:00,TV-14,44 min,2,Who were the mysterious people who built Machu Picchu and why?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,s0471,1,Super Robot Monkey Team Hyperforce Go!,,"Greg Cipes, Kevin Michael	Richardson, Tom Kenny, Kari Wahlgren, Clancy Brown, Corey Feldman",2,2020-07-17 00:00:00,2004-01-01 00:00:00,TV-Y7,2 Seasons,3,Chiro and a team of five Robot Monkeys defend Shuggazoom City against Skeleton King and his minions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,s0472,0,The Mouseketeers at Walt Disney World,John Tracy,"Jo Worley, Ronnie Schell, Dennis Underwood, Leslie Norris, Billy Attmore, Scott Craig",1,2020-07-17 00:00:00,1977-01-01 00:00:00,TV-PG,56 min,2,The Mouseketeers arrive to perform at Walt Disney World. See details for advisory.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,s0473,1,Wild Chile,,Peter Venn,1,2020-07-17 00:00:00,2017-01-01 00:00:00,TV-PG,1 Season,2,This beautiful and intriguing blue-chip series explores the incredibly varied wildlife of Chile.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,s0474,0,X-Men: Apocalypse,Bryan Singer,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Oscar Isaac, Nicholas Hoult, Rose Byrne",1,2020-07-17 00:00:00,2016-01-01 00:00:00,PG-13,144 min,3,"Apocalypse, the most powerful mutant in the universe, tries to destroy all of mankind.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,s0475,1,Cosmos: A Spacetime Odyssey,,"Neil Tyson, Stoney Emshwiller",1,2020-07-10 00:00:00,2013-01-01 00:00:00,TV-PG,1 Season,3,A 13-part adventure across the universe of space and time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,s0476,0,Hamilton: History Has Its Eyes on You,,"Lin-Manuel Miranda, Thomas Kail, Christopher Jackson, Leslie Odom Jr., Phillipa Soo, Renee Goldsberry",1,2020-07-10 00:00:00,2020-01-01 00:00:00,TV-PG,47 min,2,"Robin Roberts hosts a discussion with Lin-Manuel Miranda, Thomas Kail, and original cast members.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,s0477,0,Solo: A Star Wars Story,Ron Howard,"Alden Ehrenreich, Woody Harrelson, Emilia Clarke, Donald Glover, Thandie Newton, Phoebe Waller-Bridge",1,2020-07-10 00:00:00,2018-01-01 00:00:00,PG-13,135 min,3,Witness the beginning of the Star Wars saga's most unlikely hero.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
477,s0478,0,X-Men: Days of Future Past,Bryan Singer,"Hugh Jackman, James McAvoy, Michael Fassbender, Jennifer Lawrence, Halle Berry, Nicholas Hoult",3,2020-07-10 00:00:00,2014-01-01 00:00:00,PG-13,132 min,3,Characters from the X-Men trilogy join their younger selves to change the past and save our future.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
478,s0479,0,The Undefeated Presents: Hamilton In-Depth,,"Lin-Manuel Miranda, Thomas Kail, Renee Goldsberry, Leslie Odom Jr., Daveed Diggs, Phillipa Soo",1,2020-07-05 00:00:00,2020-01-01 00:00:00,TV-PG,33 min,2,The Undefeated Presents: Hamilton In-Depth is a roundtable discussion with 9 stars and the director.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
